"invoice_no","stock_code","description","quantity","invoice_date","unit_price","customer_id","country","missing_customerID","transaction_value","return_flag"
"C540837","84949","Silver Hanging T-Light Holder",-15,2011-01-11 15:02:00,1.65,"14733","UK",FALSE,-24.75,1
"C540837","71477","Colour Glass. Star T-Light Holder",-4,2011-01-11 15:02:00,2.75,"14733","UK",FALSE,-11,1
"C540837","82483","Wood 2 Drawer Cabinet White Finish",-2,2011-01-11 15:02:00,4.95,"14733","UK",FALSE,-9.9,1
"C540841","22217","T-Light Holder Hanging Lace",-40,2011-01-11 16:14:00,1.25,"15602","UK",FALSE,-50,1
"C540843","22178","Victorian Glass Hanging T-Light",-48,2011-01-11 16:21:00,1.25,"15602","UK",FALSE,-60,1
"C540845","22970","London Bus Coffee Mug",-4,2011-01-11 16:57:00,2.1,"16191","UK",FALSE,-8.4,1
"C540846","37342","Polkadot Coffee Cup & Saucer Pink",-24,2011-01-11 16:59:00,0.85,"13162","UK",FALSE,-20.4,1
"C540846","22342","Home Garland Painted Zinc",-24,2011-01-11 16:59:00,0.85,"13162","UK",FALSE,-20.4,1
"C540846","85034C","3 Rose Morris Boxed Candles",-2,2011-01-11 16:59:00,1.25,"13162","UK",FALSE,-2.5,1
"C540847","22198","Large Popcorn Holder",-6,2011-01-11 17:35:00,1.65,"13458","UK",FALSE,-9.9,1
"C540847","22197","Small Popcorn Holder",-2,2011-01-11 17:35:00,0.85,"13458","UK",FALSE,-1.7,1
"C540937","POST","Postage",-1,2011-01-12 12:09:00,7.06,"14748","UK",FALSE,-7.06,1
"C540937","22932","Baking Mould Toffee Cup Chocolate",-24,2011-01-12 12:09:00,2.55,"14748","UK",FALSE,-61.2,1
"C540937","22654","Deluxe Sewing Kit",-6,2011-01-12 12:09:00,5.95,"14748","UK",FALSE,-35.7,1
"C540938","85178","Victorian Sewing Kit",-48,2011-01-12 12:10:00,0.85,"15061","UK",FALSE,-40.8,1
"C540942","37448","Ceramic Cake Design Spotted Mug",-1,2011-01-12 12:30:00,1.49,"13113","UK",FALSE,-1.49,1
"C540944","22822","Cream Wall Planter Heart Shaped",-1,2011-01-12 12:40:00,5.95,"16554","UK",FALSE,-5.95,1
"C540948","22943","Christmas Lights 10 Vintage Baubles",-4,2011-01-12 12:47:00,4.95,"13093","UK",FALSE,-19.8,1
"C540948","22665","Recipe Box Blue Sketchbook Design",-1,2011-01-12 12:47:00,2.95,"13093","UK",FALSE,-2.95,1
"C540948","20914","Set/5 Red Retrospot Lid Glass Bowls",-2,2011-01-12 12:47:00,2.95,"13093","UK",FALSE,-5.9,1
"C540949","22962","Jam Jar With Pink Lid",-2,2011-01-12 12:49:00,0.85,"13093","UK",FALSE,-1.7,1
"C540949","21209","Multicolour Honeycomb Fan",-2,2011-01-12 12:49:00,0.85,"13093","UK",FALSE,-1.7,1
"C540950","22960","Jam Making Set With Jars",-1,2011-01-12 12:51:00,4.25,"18226","UK",FALSE,-4.25,1
"C540952","21531","Red Retrospot Sugar Jam Bowl",-1,2011-01-12 13:12:00,2.55,"14606","UK",FALSE,-2.55,1
"540978","84050","Counted",-310,2011-01-12 15:04:00,0,NA,"UK",TRUE,0,1
"C541007","35004B","Set Of 3 Black Flying Ducks",-4,2011-01-13 10:47:00,4.65,"13078","UK",FALSE,-18.6,1
"C541009","22943","Christmas Lights 10 Vintage Baubles",-1,2011-01-13 10:56:00,4.95,"17581","UK",FALSE,-4.95,1
"C541009","22411","Jumbo Shopper Vintage Red Paisley",-1,2011-01-13 10:56:00,1.95,"17581","UK",FALSE,-1.95,1
"C541009","22727","Alarm Clock Bakelike Red",-1,2011-01-13 10:56:00,3.75,"17581","UK",FALSE,-3.75,1
"C541089","22456","Natural Slate Chalkboard Large",-1,2011-01-13 12:41:00,4.95,"14229","UK",FALSE,-4.95,1
"C541090","22649","Strawberry Fairy Cake Teapot",-1,2011-01-13 12:52:00,4.95,"17406","UK",FALSE,-4.95,1
"C541090","35471D","Set Of 3 Bird Light Pink Feather",-1,2011-01-13 12:52:00,1.25,"17406","UK",FALSE,-1.25,1
"C541092","22700","Black And White Dog Bowl",-6,2011-01-13 12:56:00,0.85,"13473","UK",FALSE,-5.1,1
"C541201","22951","60 Cake Cases Dolly Girl Design",-24,2011-01-14 12:05:00,0.55,"13081","UK",FALSE,-13.2,1
"C541229","22496","Set Of 2 Round Tins Dutch Cheese",-4,2011-01-14 16:43:00,2.95,"16359","UK",FALSE,-11.8,1
"C541231","72807A","Set/3 Rose Candle In Jewelled Box",-1,2011-01-14 16:55:00,4.25,"13455","UK",FALSE,-4.25,1
"C541231","22800","Antique Tall Swirlglass Trinket Pot",-1,2011-01-14 16:55:00,3.75,"13455","UK",FALSE,-3.75,1
"C541231","22278","Overnight Bag Vintage Rose Paisley",-3,2011-01-14 16:55:00,4.95,"13455","UK",FALSE,-14.85,1
"C541231","22059","Ceramic Strawberry Design Mug",-1,2011-01-14 16:55:00,1.49,"13455","UK",FALSE,-1.49,1
"C541231","21539","Red Retrospot Butter Dish",-1,2011-01-14 16:55:00,4.95,"13455","UK",FALSE,-4.95,1
"C541232","22722","Set Of 6 Spice Tins Pantry Design",-1,2011-01-14 16:58:00,3.95,"16235","UK",FALSE,-3.95,1
"C541232","22720","Set Of 3 Cake Tins Pantry Design",-1,2011-01-14 16:58:00,4.95,"16235","UK",FALSE,-4.95,1
"C541233","22439","6 Rocket Balloons",-4,2011-01-14 17:00:00,0.65,"13107","UK",FALSE,-2.6,1
"C541233","21539","Red Retrospot Butter Dish",-1,2011-01-14 17:00:00,4.95,"13107","UK",FALSE,-4.95,1
"C541234","22441","Grow Your Own Basil In Enamel Mug",-1,2011-01-14 17:11:00,2.1,"13862","UK",FALSE,-2.1,1
"C541234","22960","Jam Making Set With Jars",-2,2011-01-14 17:11:00,3.75,"13862","UK",FALSE,-7.5,1
"C541235","22358","Kings Choice Tea Caddy",-2,2011-01-14 17:13:00,2.95,"16670","UK",FALSE,-5.9,1
"C541237","22664","Toy Tidy Dolly Girl Design",-1,2011-01-14 17:26:00,2.1,"13599","UK",FALSE,-2.1,1
"C541245","85036C","Rose 1 Wick Morris Boxed Candle",-12,2011-01-16 12:40:00,4.25,"15535","UK",FALSE,-51,1
"C541257","22111","Scottie Dog Hot Water Bottle",-1,2011-01-16 14:48:00,4.95,"18069","UK",FALSE,-4.95,1
"C541261","22476","Empire Union Jack Tv Dinner Tray",-8,2011-01-16 15:48:00,4.95,"14404","UK",FALSE,-39.6,1
"C541284","M","Manual",-36,2011-01-17 12:45:00,0.87,"17744","UK",FALSE,-31.32,1
"C541415","21527","Red Retrospot Traditional Teapot",-1,2011-01-17 16:20:00,7.95,"14292","UK",FALSE,-7.95,1
"C541415","85123A","White Hanging Heart T-Light Holder",-1,2011-01-17 16:20:00,2.55,"14292","UK",FALSE,-2.55,1
"C541415","22464","Hanging Metal Heart Lantern",-1,2011-01-17 16:20:00,1.65,"14292","UK",FALSE,-1.65,1
"C541416","22327","Round Snack Boxes Set Of 4 Skulls",-1,2011-01-17 16:23:00,2.95,"14606","UK",FALSE,-2.95,1
"C541418","22809","Set Of 6 T-Lights Santa",-12,2011-01-17 16:45:00,2.55,"13883","UK",FALSE,-30.6,1
"C541433","23166","Medium Ceramic Top Storage Jar",-74215,2011-01-18 10:17:00,1.04,"12346","UK",FALSE,-77183.6,1
"C541492","84870B","Blue Geisha Girl",-1,2011-01-18 14:24:00,3.75,NA,"UK",TRUE,-3.75,1
"C541492","85169D","Pink Love Bird Candle",-1,2011-01-18 14:24:00,1.25,NA,"UK",TRUE,-1.25,1
"C541492","22511","Retrospot Babushka Doorstop",-1,2011-01-18 14:24:00,3.75,NA,"UK",TRUE,-3.75,1
"C541492","85174","S/4 Cacti Candles",-1,2011-01-18 14:24:00,4.95,NA,"UK",TRUE,-4.95,1
"C541492","20931","Blue Pot Plant Candle",-1,2011-01-18 14:24:00,3.75,NA,"UK",TRUE,-3.75,1
"C541492","85040A","S/4 Pink Flower Candles In Bowl",-1,2011-01-18 14:24:00,1.65,NA,"UK",TRUE,-1.65,1
"C541492","85039A","Set/4 Red Mini Rose Candle In Bowl",-1,2011-01-18 14:24:00,1.65,NA,"UK",TRUE,-1.65,1
"C541499","84819","Danish Rose Round Sewing Box",-1,2011-01-18 15:23:00,4.25,"13693","UK",FALSE,-4.25,1
"C541499","22766","Photo Frame Cornice",-1,2011-01-18 15:23:00,2.95,"13693","UK",FALSE,-2.95,1
"C541499","22325","Mobile Vintage Hearts",-3,2011-01-18 15:23:00,4.95,"13693","UK",FALSE,-14.85,1
"C541501","85118","Heart T-Light Holder",-7,2011-01-18 15:26:00,1.25,"13458","UK",FALSE,-8.75,1
"C541503","22170","Picture Frame Wood Triple Portrait",-1,2011-01-18 15:31:00,6.75,"15291","UK",FALSE,-6.75,1
"C541512","85036B","Chocolate 1 Wick Morris Box Candle",-6,2011-01-18 16:52:00,4.25,"17576","UK",FALSE,-25.5,1
"C541572","22669","Red Baby Bunting",-50,2011-01-19 12:39:00,2.55,"15171","UK",FALSE,-127.5,1
"C541572","22668","Pink Baby Bunting",-50,2011-01-19 12:39:00,2.55,"15171","UK",FALSE,-127.5,1
"C541573","22778","Glass Cloche Small",-4,2011-01-19 12:47:00,3.39,"15311","UK",FALSE,-13.56,1
"C541589","79323W","White Cherry Lights",-8,2011-01-19 14:44:00,6.75,"15831","UK",FALSE,-54,1
"C541641","21671","Red Spot Ceramic Drawer Knob",-1,2011-01-20 11:00:00,1.25,"17841","UK",FALSE,-1.25,1
"C541641","21672","White Spot Red Ceramic Drawer Knob",-1,2011-01-20 11:00:00,1.25,"17841","UK",FALSE,-1.25,1
"C541656","21528","Dairy Maid Traditional Teapot",-1,2011-01-20 12:07:00,6.95,"17315","UK",FALSE,-6.95,1
"C541656","22178","Victorian Glass Hanging T-Light",-1,2011-01-20 12:07:00,1.25,"17315","UK",FALSE,-1.25,1
"C541656","21537","Red Retrospot Pudding Bowl",-1,2011-01-20 12:07:00,4.25,"17315","UK",FALSE,-4.25,1
"541685","22351","Given Away",-1400,2011-01-20 15:41:00,0,NA,"UK",TRUE,0,1
"541687","46000S","Dotcom",-300,2011-01-20 15:42:00,0,NA,"UK",TRUE,0,1
"C541691","22138","Baking Set 9 Piece Retrospot",-6,2011-01-20 16:22:00,4.95,"13090","UK",FALSE,-29.7,1
"C541693","20941","Frog Candle",-2,2011-01-20 17:02:00,1.25,"14309","UK",FALSE,-2.5,1
"C541693","22699","Roses Regency Teacup And Saucer",-1,2011-01-20 17:02:00,2.95,"14309","UK",FALSE,-2.95,1
"C541693","22697","Green Regency Teacup And Saucer",-3,2011-01-20 17:02:00,2.95,"14309","UK",FALSE,-8.85,1
"C541693","22617","Baking Set Spaceboy Design",-1,2011-01-20 17:02:00,4.95,"14309","UK",FALSE,-4.95,1
"C541693","84945","Multi Colour Silver T-Light Holder",-6,2011-01-20 17:02:00,0.85,"14309","UK",FALSE,-5.1,1
"C541694","22440","Balloon Water Bomb Pack Of 35",-10,2011-01-20 17:06:00,0.42,"17364","UK",FALSE,-4.2,1
"C541694","22437","Set Of 9 Black Skull Balloons",-10,2011-01-20 17:06:00,0.85,"17364","UK",FALSE,-8.5,1
"C541701","22359","Glass Jar Kings Choice",-2,2011-01-21 09:26:00,2.95,"14895","UK",FALSE,-5.9,1
"C541701","35400","Wooden Box Advent Calendar",-4,2011-01-21 09:26:00,7.95,"14895","UK",FALSE,-31.8,1
"C541701","21527","Red Retrospot Traditional Teapot",-1,2011-01-21 09:26:00,7.95,"14895","UK",FALSE,-7.95,1
"C541704","21519","Gin & Tonic Diet Greeting Card",-12,2011-01-21 10:25:00,0.42,"13284","UK",FALSE,-5.04,1
"C541707","85099C","Jumbo Bag Baroque Black White",-10,2011-01-21 11:07:00,1.95,"18223","UK",FALSE,-19.5,1
"C541707","22196","Small Heart Measuring Spoons",-1,2011-01-21 11:07:00,0.85,"18223","UK",FALSE,-0.85,1
"C541707","21231","Sweetheart Ceramic Trinket Box",-4,2011-01-21 11:07:00,1.06,"18223","UK",FALSE,-4.24,1
"C541707","22198","Large Popcorn Holder",-3,2011-01-21 11:07:00,1.65,"18223","UK",FALSE,-4.95,1
"C541710","85123A","White Hanging Heart T-Light Holder",-3,2011-01-21 11:17:00,2.95,"14320","UK",FALSE,-8.85,1
"C541710","22904","Calendar Paper Cut Design",-2,2011-01-21 11:17:00,2.95,"14320","UK",FALSE,-5.9,1
"C541710","22561","Wooden School Colouring Set",-12,2011-01-21 11:17:00,1.65,"14320","UK",FALSE,-19.8,1
"C541710","22558","Clothes Pegs Retrospot Pack 24",-12,2011-01-21 11:17:00,1.49,"14320","UK",FALSE,-17.88,1
"C541710","21974","Set Of 36 Paisley Flower Doilies",-12,2011-01-21 11:17:00,1.45,"14320","UK",FALSE,-17.4,1
"C541710","21880","Red Retrospot Tape",-12,2011-01-21 11:17:00,0.65,"14320","UK",FALSE,-7.8,1
"C541710","21874","Gin And Tonic Mug",-3,2011-01-21 11:17:00,1.25,"14320","UK",FALSE,-3.75,1
"C541710","21791","Vintage Heads And Tails Card Game",-12,2011-01-21 11:17:00,1.25,"14320","UK",FALSE,-15,1
"C541710","21733","Red Hanging Heart T-Light Holder",-2,2011-01-21 11:17:00,2.95,"14320","UK",FALSE,-5.9,1
"C541710","21470","Flower Vine Raffia Food Cover",-4,2011-01-21 11:17:00,3.75,"14320","UK",FALSE,-15,1
"C541710","21210","Set Of 72 Retrospot Paper Doilies",-12,2011-01-21 11:17:00,1.45,"14320","UK",FALSE,-17.4,1
"C541779","21481","Fawn Blue Hot Water Bottle",-2,2011-01-21 11:50:00,2.95,"13102","UK",FALSE,-5.9,1
"C541779","22663","Jumbo Bag Dolly Girl Design",-10,2011-01-21 11:50:00,1.95,"13102","UK",FALSE,-19.5,1
"C541779","22659","Lunch Box I Love London",-12,2011-01-21 11:50:00,1.95,"13102","UK",FALSE,-23.4,1
"C541790","82581","Toilet Metal Sign",-12,2011-01-21 13:07:00,0.55,"14175","UK",FALSE,-6.6,1
"C541790","82580","Bathroom Metal Sign",-12,2011-01-21 13:07:00,0.55,"14175","UK",FALSE,-6.6,1
"C541790","82578","Kitchen Metal Sign",-12,2011-01-21 13:07:00,0.55,"14175","UK",FALSE,-6.6,1
"C541818","22207","Frying Pan Union Flag",-1,2011-01-21 16:34:00,3.75,"17389","UK",FALSE,-3.75,1
"C541821","84818","Danish Rose Photo Frame",-3,2011-01-21 16:41:00,2.55,"15281","UK",FALSE,-7.65,1
"C541821","84631","Fruit Tree And Birds Wall Plaque",-1,2011-01-21 16:41:00,7.95,"15281","UK",FALSE,-7.95,1
"C541821","22973","Children's Circus Parade Mug",-1,2011-01-21 16:41:00,1.65,"15281","UK",FALSE,-1.65,1
"C541821","22960","Jam Making Set With Jars",-2,2011-01-21 16:41:00,4.25,"15281","UK",FALSE,-8.5,1
"C541822","22778","Glass Cloche Small",-2,2011-01-21 16:53:00,3.95,"15658","UK",FALSE,-7.9,1
"C541822","22697","Green Regency Teacup And Saucer",-1,2011-01-21 16:53:00,2.95,"15658","UK",FALSE,-2.95,1
"C541822","22699","Roses Regency Teacup And Saucer",-2,2011-01-21 16:53:00,2.95,"15658","UK",FALSE,-5.9,1
"C541822","22926","Ivory Giant Garden Thermometer",-1,2011-01-21 16:53:00,5.95,"15658","UK",FALSE,-5.95,1
"C541823","21155","Red Retrospot Peg Bag",-1,2011-01-21 16:55:00,2.1,"17677","UK",FALSE,-2.1,1
"C541824","22456","Natural Slate Chalkboard Large",-3,2011-01-21 16:58:00,4.25,"15939","UK",FALSE,-12.75,1
"C541826","22149","Feltcraft 6 Flower Friends",-1,2011-01-21 17:04:00,2.1,"18260","UK",FALSE,-2.1,1
"C541826","71459","Hanging Jam Jar T-Light Holder",-4,2011-01-21 17:04:00,0.85,"18260","UK",FALSE,-3.4,1
"C541828","84945","Multi Colour Silver T-Light Holder",-2,2011-01-21 17:06:00,0.85,"13769","UK",FALSE,-1.7,1
"C541828","21903","Man Flu Metal Sign",-1,2011-01-21 17:06:00,2.1,"13769","UK",FALSE,-2.1,1
"C541831","22943","Christmas Lights 10 Vintage Baubles",-1,2011-01-21 17:12:00,4.95,"18223","UK",FALSE,-4.95,1
"C541834","85118","Heart T-Light Holder",-6,2011-01-21 17:24:00,1.25,"17048","UK",FALSE,-7.5,1
"C541863","21231","Sweetheart Ceramic Trinket Box",-4,2011-01-23 16:08:00,1.06,"13798","UK",FALSE,-4.24,1
"C541863","20711","Jumbo Bag Toys",-4,2011-01-23 16:08:00,1.65,"13798","UK",FALSE,-6.6,1
"C541863","21936","Red Retrospot Picnic Bag",-1,2011-01-23 16:08:00,2.55,"13798","UK",FALSE,-2.55,1
"C541863","21932","Scandinavian Paisley Picnic Bag",-1,2011-01-23 16:08:00,2.55,"13798","UK",FALSE,-2.55,1
"C541863","20725","Lunch Bag Red Retrospot",-1,2011-01-23 16:08:00,1.45,"13798","UK",FALSE,-1.45,1
"C541863","85099B","Jumbo Bag Red Retrospot",-6,2011-01-23 16:08:00,1.65,"13798","UK",FALSE,-9.9,1
"C541863","21181","Please One Person Metal Sign",-1,2011-01-23 16:08:00,1.85,"13798","UK",FALSE,-1.85,1
"C541863","82551","Laundry 15c Metal Sign",-2,2011-01-23 16:08:00,1.25,"13798","UK",FALSE,-2.5,1
"C541863","82583","Hot Baths Metal Sign",-1,2011-01-23 16:08:00,1.69,"13798","UK",FALSE,-1.69,1
"C541863","20727","Lunch Bag Black Skull.",-1,2011-01-23 16:08:00,1.45,"13798","UK",FALSE,-1.45,1
"C541863","37446","Mini Cake Stand With Hanging Cakes",-1,2011-01-23 16:08:00,1.25,"13798","UK",FALSE,-1.25,1
"C541863","35924","Hanging Fairy Cake Decoration",-2,2011-01-23 16:08:00,1.69,"13798","UK",FALSE,-3.38,1
"C541863","37450","Ceramic Cake Bowl + Hanging Cakes",-1,2011-01-23 16:08:00,2.55,"13798","UK",FALSE,-2.55,1
"C541863","82583","Hot Baths Metal Sign",-5,2011-01-23 16:08:00,1.69,"13798","UK",FALSE,-8.45,1
"C541863","22065","Christmas Pudding Trinket Pot",-2,2011-01-23 16:08:00,1.25,"13798","UK",FALSE,-2.5,1
"C541863","21231","Sweetheart Ceramic Trinket Box",-9,2011-01-23 16:08:00,1.06,"13798","UK",FALSE,-9.54,1
"C541868","21232","Strawberry Ceramic Trinket Box",-2,2011-01-24 09:30:00,1.25,"14796","UK",FALSE,-2.5,1
"C541868","22059","Ceramic Strawberry Design Mug",-3,2011-01-24 09:30:00,1.49,"14796","UK",FALSE,-4.47,1
"C541868","37448","Ceramic Cake Design Spotted Mug",-4,2011-01-24 09:30:00,1.49,"14796","UK",FALSE,-5.96,1
"C541868","22067","Choc Truffle Gold Trinket Pot",-2,2011-01-24 09:30:00,1.65,"14796","UK",FALSE,-3.3,1
"541882","48185","?",-57,2011-01-24 10:54:00,0,NA,"UK",TRUE,0,1
"C541885","85123A","White Hanging Heart T-Light Holder",-1,2011-01-24 11:14:00,2.95,"16782","UK",FALSE,-2.95,1
"C541897","22170","Picture Frame Wood Triple Portrait",-12,2011-01-24 11:30:00,5.95,"15039","UK",FALSE,-71.4,1
"C541959","21034","Rex Cash+Carry Jumbo Shopper",-10,2011-01-24 12:35:00,0.95,"14692","UK",FALSE,-9.5,1
"C541964","84849D","Hot Baths Soap Holder",-21,2011-01-24 13:13:00,1.69,"15291","UK",FALSE,-35.49,1
"C541994","22111","Scottie Dog Hot Water Bottle",-24,2011-01-25 09:49:00,4.25,"14113","UK",FALSE,-102,1
"C542032","22778","Glass Cloche Small",-7,2011-01-25 11:45:00,3.39,"15311","UK",FALSE,-23.73,1
"C542038","22727","Alarm Clock Bakelike Red",-1,2011-01-25 11:47:00,3.75,"14534","UK",FALSE,-3.75,1
"C542060","22198","Large Popcorn Holder",-1,2011-01-25 12:01:00,1.65,"14680","UK",FALSE,-1.65,1
"C542060","20726","Lunch Bag Woodland",-2,2011-01-25 12:01:00,1.65,"14680","UK",FALSE,-3.3,1
"C542060","20725","Lunch Bag Red Retrospot",-2,2011-01-25 12:01:00,1.45,"14680","UK",FALSE,-2.9,1
"C542060","20728","Lunch Bag Cars Blue",-3,2011-01-25 12:01:00,1.65,"14680","UK",FALSE,-4.95,1
"C542060","21936","Red Retrospot Picnic Bag",-1,2011-01-25 12:01:00,2.95,"14680","UK",FALSE,-2.95,1
"C542060","21430","Set/3 Red Gingham Rose Storage Box",-2,2011-01-25 12:01:00,3.39,"14680","UK",FALSE,-6.78,1
"C542078","22189","Cream Heart Card Holder",-1,2011-01-25 12:11:00,3.95,"12854","UK",FALSE,-3.95,1
"C542082","20725","Lunch Bag Red Retrospot",-2,2011-01-25 12:25:00,1.65,"15213","UK",FALSE,-3.3,1
"C542091","22442","Grow Your Own Flowers Set Of 3",-1,2011-01-25 12:41:00,7.95,"17091","UK",FALSE,-7.95,1
"C542091","22960","Jam Making Set With Jars",-1,2011-01-25 12:41:00,4.25,"17091","UK",FALSE,-4.25,1
"C542092","20725","Lunch Bag Red Retrospot",-1,2011-01-25 12:45:00,1.65,"14389","UK",FALSE,-1.65,1
"C542092","21931","Jumbo Storage Bag Suki",-1,2011-01-25 12:45:00,1.95,"14389","UK",FALSE,-1.95,1
"C542092","20723","Strawberry Charlotte Bag",-2,2011-01-25 12:45:00,0.72,"14389","UK",FALSE,-1.44,1
"C542092","20727","Lunch Bag Black Skull.",-1,2011-01-25 12:45:00,1.65,"14389","UK",FALSE,-1.65,1
"C542092","22663","Jumbo Bag Dolly Girl Design",-1,2011-01-25 12:45:00,1.95,"14389","UK",FALSE,-1.95,1
"C542092","85099B","Jumbo Bag Red Retrospot",-2,2011-01-25 12:45:00,1.95,"14389","UK",FALSE,-3.9,1
"C542094","21537","Red Retrospot Pudding Bowl",-2,2011-01-25 12:47:00,4.25,"13310","UK",FALSE,-8.5,1
"C542095","21877","Home Sweet Home Mug",-5,2011-01-25 12:49:00,1.25,"17730","UK",FALSE,-6.25,1
"C542097","22701","Pink Dog Bowl",-4,2011-01-25 12:52:00,2.95,"14215","UK",FALSE,-11.8,1
"C542104","22865","Hand Warmer Owl Design",-1,2011-01-25 13:26:00,1.85,"16191","UK",FALSE,-1.85,1
"C542104","22960","Jam Making Set With Jars",-2,2011-01-25 13:26:00,3.75,"16191","UK",FALSE,-7.5,1
"C542138","84536B","Fairy Cakes Notebook A7 Size",-32,2011-01-25 17:21:00,0.42,"17368","UK",FALSE,-13.44,1
"C542138","84536A","English Rose Notebook A7 Size",-32,2011-01-25 17:21:00,0.42,"17368","UK",FALSE,-13.44,1
"C542138","51014L","Feather Pen,Light Pink",-72,2011-01-25 17:21:00,0.85,"17368","UK",FALSE,-61.2,1
"C542138","51014A","Feather Pen,Hot Pink",-72,2011-01-25 17:21:00,0.85,"17368","UK",FALSE,-61.2,1
"C542138","22537","Magic Drawing Slate Dinosaur",-48,2011-01-25 17:21:00,0.42,"17368","UK",FALSE,-20.16,1
"C542138","22535","Magic Drawing Slate Bunnies",-48,2011-01-25 17:21:00,0.42,"17368","UK",FALSE,-20.16,1
"C542138","22418","10 Colour Spaceboy Pen",-24,2011-01-25 17:21:00,0.85,"17368","UK",FALSE,-20.4,1
"C542138","22356","Charlotte Bag Pink Polkadot",-10,2011-01-25 17:21:00,0.85,"17368","UK",FALSE,-8.5,1
"C542138","22211","Wood Stamp Set Flowers",-48,2011-01-25 17:21:00,1.45,"17368","UK",FALSE,-69.6,1
"C542138","20975","12 Pencils Small Tube Red Retrospot",-48,2011-01-25 17:21:00,0.65,"17368","UK",FALSE,-31.2,1
"C542138","20974","12 Pencils Small Tube Skull",-48,2011-01-25 17:21:00,0.65,"17368","UK",FALSE,-31.2,1
"C542138","20866","Blue Rose Fabric Mirror",-120,2011-01-25 17:21:00,1.06,"17368","UK",FALSE,-127.2,1
"C542138","20857","Blue Rose Patch Purse Pink Butterfl",-15,2011-01-25 17:21:00,1.65,"17368","UK",FALSE,-24.75,1
"C542138","20856","Denim Patch Purse Pink Butterfly",-10,2011-01-25 17:21:00,1.65,"17368","UK",FALSE,-16.5,1
"C542138","20854","Blue Patch Purse Pink Heart",-14,2011-01-25 17:21:00,1.65,"17368","UK",FALSE,-23.1,1
"C542138","20723","Strawberry Charlotte Bag",-10,2011-01-25 17:21:00,0.85,"17368","UK",FALSE,-8.5,1
"C542138","16237","Sleeping Cat Erasers",-60,2011-01-25 17:21:00,0.21,"17368","UK",FALSE,-12.6,1
"C542139","22442","Grow Your Own Flowers Set Of 3",-4,2011-01-25 17:24:00,7.95,"17094","UK",FALSE,-31.8,1
"C542150","22319","Hairclips Forties Fabric Assorted",-6,2011-01-26 10:30:00,0.65,"14049","UK",FALSE,-3.9,1
"C542150","22492","Mini Paint Set Vintage",-1,2011-01-26 10:30:00,0.65,"14049","UK",FALSE,-0.65,1
"C542150","21559","Strawberry Lunch Box With Cutlery",-1,2011-01-26 10:30:00,2.55,"14049","UK",FALSE,-2.55,1
"C542150","21703","Bag 125g Swirly Marbles",-1,2011-01-26 10:30:00,0.42,"14049","UK",FALSE,-0.42,1
"C542150","21579","Lolita Design Cotton Tote Bag",-2,2011-01-26 10:30:00,2.25,"14049","UK",FALSE,-4.5,1
"C542218","22198","Large Popcorn Holder",-1,2011-01-26 12:36:00,1.65,"14606","UK",FALSE,-1.65,1
"C542218","22494","Emergency First Aid Tin",-1,2011-01-26 12:36:00,1.25,"14606","UK",FALSE,-1.25,1
"C542218","35971","Rose Folkart Heart Decorations",-1,2011-01-26 12:36:00,1.25,"14606","UK",FALSE,-1.25,1
"542225","85096","Label Mix Up",-59,2011-01-26 13:10:00,0,NA,"UK",TRUE,0,1
"C542244","22960","Jam Making Set With Jars",-1,2011-01-26 15:04:00,3.75,"13098","UK",FALSE,-3.75,1
"C542245","22380","Toy Tidy Spaceboy",-1,2011-01-26 15:06:00,2.1,"13098","UK",FALSE,-2.1,1
"C542245","22383","Lunch Bag Suki Design",-1,2011-01-26 15:06:00,1.65,"13098","UK",FALSE,-1.65,1
"C542245","20726","Lunch Bag Woodland",-1,2011-01-26 15:06:00,1.65,"13098","UK",FALSE,-1.65,1
"C542245","22729","Alarm Clock Bakelike Orange",-1,2011-01-26 15:06:00,3.75,"13098","UK",FALSE,-3.75,1
"C542245","22727","Alarm Clock Bakelike Red",-2,2011-01-26 15:06:00,3.75,"13098","UK",FALSE,-7.5,1
"C542245","22726","Alarm Clock Bakelike Green",-2,2011-01-26 15:06:00,3.75,"13098","UK",FALSE,-7.5,1
"C542245","22943","Christmas Lights 10 Vintage Baubles",-2,2011-01-26 15:06:00,4.25,"13098","UK",FALSE,-8.5,1
"C542245","22941","Christmas Lights 10 Reindeer",-3,2011-01-26 15:06:00,7.65,"13098","UK",FALSE,-22.95,1
"C542256","22116","Metal Sign His Dinner Is Served",-12,2011-01-26 17:04:00,0.85,"17722","UK",FALSE,-10.2,1
"C542256","21883","Stars Gift Tape",-1,2011-01-26 17:04:00,0.19,"17722","UK",FALSE,-0.19,1
"C542256","22471","Tv Dinner Tray Air Hostess",-1,2011-01-26 17:04:00,1.95,"17722","UK",FALSE,-1.95,1
"C542256","22095","Lads Only Tissue Box",-1,2011-01-26 17:04:00,1.06,"17722","UK",FALSE,-1.06,1
"C542257","22841","Round Cake Tin Vintage Green",-2,2011-01-26 17:06:00,7.95,"14341","UK",FALSE,-15.9,1
"C542260","85150","Ladies & Gentlemen Metal Sign",-2,2011-01-26 17:11:00,2.55,"13890","UK",FALSE,-5.1,1
"C542261","22971","Queens Guard Coffee Mug",-2,2011-01-26 17:13:00,2.1,"17306","UK",FALSE,-4.2,1
"C542261","22970","London Bus Coffee Mug",-6,2011-01-26 17:13:00,2.1,"17306","UK",FALSE,-12.6,1
